,review
93,year year ago there little game called champion online exellent passtime fun thriving community didnt force buy anything hell could spends hour designing charactor look like nobody elses could anything birdman skeleton warrior zombie fair thug schoolgirl dragon demon anythign could think without even paying hundred extra costume peices nownow youll lucky even get pair tights make charactor want wear hood pfft 20 oh dont want spend money game yet bahaha get like 4 choice 4 choice 4 choice thing sucker theyre also managed completely destroy beginner experience dont even know broke tutorial level touch anythinglong ago id happily say play game die flame hellgo play dcuo batmani mean blackjack hooker
94,god like sucky version bunch mmos thrown together didnt work well like taking city hero adding extra chromazomes
95,truly one favorite game time love making new hero developing story play playing game year say one major issue hasnt major content update expansion ever thats bad thing game thats 5 year old end though havent played love superheroes customization feeling awesome play free
96,like sto cant play game cant get past first part game load fine seems crash trying create character etconce perfect world uberfailuntil perfect world pull collective head ass remains suck product maybe ever work might able put real information ingame stufftill f u perfect worldcrytpic
97,freeform character creation wonderful like free roam environment come attacking enemy attack slow example chose tank class bohemath attack slow hopefully update released fix issue
98,thought id try game whole update screenshots make game look good installing going character creation anyone used play back day good chance old character gone start new noticed graphic pretty much thing really changed whole opening storyfor anyone looking free play superhero mmo game would suggest dc universe online game trying 1030 min wasnt keeping track time felt boring play
99,thing really say crypticpwi cashcow right away notice ton grayed area character creation f2p versionwell many ungrayed pay 15 sub fee tried co still playing coh bought sub co unlock different archetype wanted limitation imagine surprise pay 15 month game still asked pay real cash travel power power hero give even money buy costume piece outfit really going shell monthly sub play game would expect able access everything game achievement certain quest p2w even subscription sadly many mmos going type system even beloved coh started going direction look rip coh play looking something warned asked pay pay pay want everything offer
100,game play nothing feeles new dont get gear make want keep playing character costomization awsome game really get boring old thig make fell like going leveling take forever
101,though quickly became bored champion online recall indepth visual customization well character setup style city hero game could mix match power create ideal superhero also fairly appealing inyourface comic book style look bright color heavy celshading outline probably still worth playing youd like alternative stale fantasy mmos
102,played 3 hr awhile agolanded hospital computer crashed got back around try login said bannedhmm guess banned playing enough f u wont playing try anymore perfect world entertainment game perfect world entertainment banned devise
103,ok saw lot bad review decided check really bad saw said like wow higher level cap created character played enjoyed might get bored good game
104,well like game rather play dc universe found game lacking better chracter turn different game control bad even high graphic setting thing lack dc universe seems polished one
105,game make sense dosent tell control good enough much try see game terrible waste time yes picture look good show start play doesnt live think terrible recommend
106,played several hour earn christmas achievement back 2011 valve rewarding u coal would stayed game nearly long generic game particularly good looking much character speak gameplay entirely forgettable wow sheer size player base content developed year tera enjoyable combat system game nothing hold attention unless really really love superheroes even actual comic book one
107,played year ago mediocre dull thought id try make new character try since dont really remember play game well everything even remotely good even costume piece design character behind paywalls stink city heroesvillains shut waste game still running
108,game like neverwinter superheros like neverwinter played 1 day got borred steam new cool game free accaunts isnt stupid chield
109,champion online 3d superhero themed fantasy mmorpg set millennium city used pay play free trial officially went fully free play cash shop subscriber option january 25 2011i recommend gamers love deep character customization awesome gameplay pro character customisation comic book artstylye grindingconscheckpoints
110,pretty decent character creator there better mmos even free one play ive fun making character downloading image built system ever playing game legitamitely
111,bewildered confused game also didnt play know got degree nerd attention deficit disorder there thousand thing flashing across screen like ten page backstory
112,play past tutorial try game wouldnt giving justice dont plus game get better subscribe pretty good game nothing spectacular like
113,really fun game friendspent hour roaming cityenemies kinda hard fight sometimesand wellits funno need zen crapits nice get
114,well came back month ago game isnt use power locked behind paywall werent played however ungodly deep character creation isnt alone gave 3 hour gameplay upon return yes really spent 3 hour remaking character deleted old one course time well spent 0 dollar well worth price
115,would call city hero 2 thats little generous definite bug game doesnt like alttabbing go talk friend skype sometimes character creation bugged due paidfor content hiding free content reason got rid ragdolls bugged glitched hilariously coh digress great game liked coh play right
116,bought game launched nothing show there role ever make normal functioning mmo dev didnt like semi broken launch dex ego gear fire build nuked character big waste time game hasnt really seen meaningful content update since launch favor play dcuo
117,might best game like ever madebut never know every time tried boot would get bsoded around 13 ridic 5k mb patch tried looking solution online everything pointing actually computer even tho run every game ever tried play work fine hell even dcuo run perfect almost top setting im assuming similar game seeing ive never actually played sorry im going rummage around driver game picky company keep kill party whenever see something doesnt get along
118,tried register say email already use wat frick need help else report within 2 week dont change havent even played gmae yet cant even make account wtf report
119,game dead much fate every free mmo isnt wow wasnt even balanced even wasnt free playyoure much better tera mmo isnt cancer
120,wait whats game make review dont recall playing itlooks screenshots recognizes mantis looking dudeoh game super hero andso uhhh lob funny section remember good game like dc universe online think comic book aesthetic
121,wondering connect one steam get touch awnser played champion far amazing would reccomend sort city heroesvillans ripoff still amazing would awesome without coin tho ok please play game masterpiece
122,created account didnt send validation email recreate account detail im unable create account birthday invalid since birthday become invalid geez make better account registration
123,region bannedis easy sign resistthere introducingthere helpful stuffjust banned reasonyou say something look like city heroesbut worse
124,want play retrofitted piece garbage originally meant marvel universe online scrapped microsoft pulled plug support cryptic itoutdated game play cash grab worth get pulled pwe game buyer beware
125,hate hate hate cool character got game crap looked like realeased 2001 crontrols horrible crap quality ew crotrols ew character place cool tho mainly customize character
126,thought game would predecessor city hero character customization option good never got adventure stage seems like pay play version city hero immediately reject pay play game
127,flaw like every game champion online best super hero mmo market subject change soh cot wing unlike mh play unique hero seems enjoyable company othersit good
128,never actually played game dont know writing review library downloaded idea game like id give proper review seriously havent played idea option review anyway hope made someone laugh loud
129,crap genre successor good super game control terrible year later creation still subpar game boring ive tried game 4 time since launched never able play month bad
130,ok game broken like im saying fustration didnt even make cherecter even know broken charecter customizations clip othere like hat hair clip othere im sorry bad xd
131,englishi never installed game 10 hour play didnt open gamesorry bad englishportuguêseu nunca instalei jogo e por que tem mais de 10 horas de jogo se eu nem sequer abri jogosim eu repeti 3 vezes palavra jogo e eu não ligo
132,fing piece damn thing doesnt work wasted 2 hour download finished got picture want sit 2 hour waiting dark screen guest im taking thisoff gaming list
133,champion online free play superhero mmo based champion tabletop rpg create superhero defend millennium city design supersuit even pick power altough couple free power rest need pay champion online prettier customizably dcuo dcuo control feel better graphic unique comicbook like style look good stat system kind confusing first feel youre look superhero mmo play game perfer dcuo give 810
134,used great customization price got greedy microtransaction trend shift every 2 month keep adding content paid free base game meh
135,summaryin 2017 reviewed product pointing following flawstoxic community rp community rest gamea blatant paywall required spending lot money lifetime subscription removethe following changed opinionthe community gotten significantly less toxic around due supergroups becoming less important thus petty politics becoming less commonthe paywall still lowered significantly lifetime subscriber benefit expensive 15 unlock feature globally single 50 purchase granting permenent character slot grant rest one character time slightly expensive buying brand new game launchmost new feature added since game release adventure pack alert etc completely free require cash shop purchaseany subscription 1 month automatically grant access lts benefit free via free bonus 15 package mentioned abovecostits worth noting 15 cost one month subscription roughly par world warcraft ff11ff14s subscription cost translates playing game free sort free trial except time limit minimal loss feature subscriber even single onemonth period gain access 15 content pack free bonus content effectively making part subscriber benefit save freeform character automatic bonus zen granted month persn subscribes permenentthe biggest complaint game cost money sink presence loot box purchase key open tempered fact box frequent random drop key traded open market game normal earnable currency global resource one drop lootboxes always third resource questionite traded zen cash shop currency playerbased market zen questionite ratio conversion heavily favor zen time money could concievably spend time earning questionite resource trading resource lockbox key getting questoinite lockbox converting questionite zen offer admittedly time consuming alternative paying money thingsim going lie say perfect world isnt greedy moneygrubbing company however going point cryptic done excellent job working around making greed expressed fair honest way vast majority actually make game unplayable decide pay real money lack dedicated pvp community day archetypespecific pvp option available mean people spend money freeform slot dont end ruining game dontcommunityi played game fair bit time got back community quite ups down rp community generalthe rp community tends first place toxicity rest mmos community show also one place closest tie player witnessed rp community becoming incredibly toxic rest game community starting become toxic towards rpers towards everyone else 2017 paywalls reduced heavily severity im happy say death loss face worse supergroups rp community problem less solved returned anniversery event champion online noticed community selective welcoming people general also become chill game lead surprising amount maturity game people run around cape tights case costume undergarment worn pant community somehow survived horrid point history maturedrecommendationif want try superhero mmo play bit like action game mmos champion online worth tryif feel like getting involved superhero rp feel best part superhero setting way many different genre concept get mashed still fit together champion online worth tryif youre willing either spend money subscription onetime purchase sink time without certain costume option character build option champion online worth trygiven free try id say best way see like play couple day quality content improves gain level resource youre like youll spend lot time starting content multiple character
136,game first got released fun game different wow free play happened went hill even worst development team left work mmos game get real content latest large content vehicle system really screwed system dont need use character abilites mow mob flying vehicle like hero wasnt important anymorealso new content patch release new lockbox need key open either pay real money buy auction house grind hour get enough questionite buy 1 keythis basically change alert system hurt alt bigtime forced grind starting area without alternative back alert system came didnt mind leveling alt spend time smash alert level quickly since change forced play starting area againalso graphic seriously outdated old engine used never get updatealso basically new content lock box lock box lock box end gamewhen game first came would recommend game friend would tell everyone avoid good thing game customization
137,playing game 4 year already still didnt got enough game beautiful community awesome though never though game steammy friend ask choose dc online saying better well starter comic book art style feeling many form costumization archetype ingame classesthere ton custome piece try mean ton create dream hero part game spend taylor person go change appearancemy hero name afroninja silly one movie actuall fro ninja ive made alot friend game thanks ninja guyi seriously recommend game comic book lover old gamers youll feel like back 90
138,know long time since last played let steam time game fool ive played champion beta stage amazing still amazing find nuisance full release mean one dont know unlock later may 2 5 travel power must pay unlock one used beta enjoyed cyborg soldier assault rifle jet boot shall rise
139,personally think one best feature game fact much control functionality hero customization feature also choose variety power fact even create custom mix power hero
140,6 year since played game giving significant update pw moved neverwinter honestly cant blame sack crap supposed marvel online guess marvel saw mess ran hill
141,played game rather heavily shortly became f2p agree review game simply became grind silver level member like grind sometimes time bore character generation actually really cool even silver level there plenty deep customization genuinely inspired creative energy overall id say 710 since f2p ill bump 810 dont much cash spending game day
142,recommend game connect old friend help make new one enjoy fighting good mankind alongside friend game offer great combat sistema great storyand take break enjoy vast area game hope youll enjoy
143,hate gameplay story even graphic broken control try clickto attack move camera game broken would never recommend anyone except maybe enemy
144,beautifully rendered comic book style throughout game lead immersive experience lot mmo trope youd expect make immense depth variety elsewhereespecially new content added game time wish freetoplay character could customized bit note buy fully customizeable character slot theyre friggin expensive lead primary complaintthe store currency vastly overpriced play rather large amount without paying dime
145,thing made mad cryptic blocked alot power option transportation power big deal since unlock level game currently super hero based mmo associated marvel dc still good game though great character customization lot cosmetic option main look game ability create super villain fight recommend friend play andor played dc universe marvel hero become bored relatively quickly
146,thier newer better looking licensed game thier nowadays free game complain plenty option modify hero even free play playerive able put hour game others seem tempt start spending cash supose thats nature beast free play title meh
147,pretty cool game actually character customization incredible create hero youre dream yeah combat system like dc universe lot power option choose base power travel power game deserves love credit awesome game
148,superb character customization activity there much level someone level cap mind 40 despite massive amount content dont feel like youre achieving anything youre
149,oh there actual game could spend frickin day character creator recommend hell aloneif im mistaken cryptic also responsible less stellar pun star trek online also great character creator gameplay anyone would expect mmorpgs point wow method draw obviously able u nerd fantasized growing superhero even passing familiarty mmos youll feel right home start somewhat awkward integration active blocking still welcome make combat engaging experience smashing 19 pressing tab repeating ability interact pretty limited manner environment picking object hurling enemy seems small addition lends lot feel playing character super power pretty routine mmorpg experience mechanical addition set apart rest seriously character creator almost everything available everyone start isnt mostly unlockable play stuck behind pay wall sheer amount option staggering lead issue character model like certain hair style accessory clipping eachother big deal insist two clashing hair style yes combine 2 completely different hair style probably arent going much care minor clipping could write entire review character creation alone check
150,game long past prime setup money farm lock box much care put year lot lost potential thing good character creation
151,im usually one play mmos completely taken aback quickly game sucked fast paced action oriented recommended find people party certainly playable one
152,go play dc universe instead want morecomplex rpg easier make completly unique super hero though people like want less confusing mmorpg good still stick dc universe nevertheless good rpg made mark
153,youre addicted character creation like game least worth checking hard time thinking mmo wide range customizationnow come game ok youd expect mmorpgs absolutely enjoyable playing friend game always start place hardly see anyone compelled replay game different classof many locked behind paywallthe game almost ten year old wish could see concept done justice revamped battle system better progression maybe villainhero campaign faction could add reason replay game different classchampions online worth checking even today character creation premise fun enough least carry hour enjoyment usual mmorpg grind seeps
154,sure mixed review find favorite mmorpg play character customisation good like covcoh closest get day game time favorite game bug sometimes look past occasional able cancel cosmetic debuffs problem hit one however submit bug seem go unnoticedunsolvedthat said considering made long ago even slightly outdated graphic still think amazing lot fun play someone love freform chracters give ability quite literally take control character class want
155,fast simple combat extensive character creation gold account getting complete control character ability quick climb end game know cream filling mmo
156,go game im mindlessly killing tdm game sometimes adventure fun killing goal iti might add best enjoy game rather spend wade money say beat one guy game aint cheap plan getting thing rather earning itthe customization aspect top literally nobody look game damn near impossibleunless generic unoriginalthe game let create story play style plent class ability mixed wide veriety travel powersthis game doesnt get old
157,youre like youre toku look somewhere else sort customization character requires start buying stuff character custimization unnecessarily confusing get go well sometimes item decide whether want appearlike literally sometimes youll looking option wont half amount reload game personally heavily paygated right away destroyed interest wouldve prolong play
158,graphic deep nod comic interesting choice developer work nice spread costuming power selection fxs pleasing eye store however bloated priced offset ability play free la carte without impacting gameplay much
159,product received freethis one favorite superhero game customization system excellent allowing create almost anything imagine freetoplay model alright many option character look dont spend money since one central concept game hurt little however fork even little cash right place create truly amazing character made character called lucifer switch healing angel destructive demon basically two powersets one characteri would recommend anyone planning play friend awesomeness playing perfect looking superhero keep going little combat system bit basic keep interestedif however youre playing friend game lot fun seeing character together escpecially coordinated costume joy like private comic also probably best game superhero roleplays inoverall love game youre superheroes isnt right friend play game
160,wish known game long time ago heart broken city heroesvillians shutdown logged damn close coh ive playing short im loving
161,better thought would really hard try since star trek onlines interface star trek huge freaking disappointment star trek champion whatever
162,steam show game 73 hour yet actually play game ive champion online long period time trying toubleshoot never actually see anything beyond start client troubleshooting moment left background ive read small handful comment player condeming fact cryptic isnt supporting game well enough player cant play problem opposite recommendation wont cost anything get working
163,dont put bad review longstanding bug online shop want mmo game actually make feel super isnt populated 8 year old gamers place work gamepad really make game frantic action packedthe game long way go getting steadily great fun along way
164,used great superhero mmorpg cryptic sold perfect world eden pwe gameplay almost requires monthly subsciption lockbox cosmetic power cosmetic real money playing community new content big balancingreally difficult endgameconclusion try think dissapointed got problem subscriptoin well good luck like said used great
165,ever feel like wanted comic book hero well here chance become hero champion online free let hero right approximation envisioned help defend millennium city rest champion online world clutch evil free play somewhat limited type hero make subscribe even become lifetime member youll access premium perk give way make hero although limitation free player still enough character created within world without spend dime yet still fun playing get going create hero start rescuing virtual citizen need help
166,looking super hero game original character customization free play best place awesome game great customization space name use mic also go group awesome city citizen everything multiplayer mission fight super villain leveling isnt hard comical great storyline litterally make character game wont look like player character thats great customize character game verry awesome reccomend age group reason play favorite game moment great customization original power fight crime pvp easy leveling flying jet etc name 1 space name never taken even though many player great server much lag lacking computer great quality play low quality computer lack graphic card free play exploring game cant fun interactive story line original power could class style hero others yet completley diffrent awesome game buy stuff game make game fun easy win pvp even dont pay item fair pvp game choosing pvp give game 1010 please check game awesome
167,cant think better hero game right isnt much admittedly game choose great customization game offer really want able create variety character pleasure play aspect game get competitive game like make give
168,superhero mmo best experienced friendseven freetoplay portion also known silver member costume system greatest degree customization ive ever seen mmo unlock number piece certain event let state content f2p crowd unlock great idea every mmo game item shop cstore little bonus content shop item qualityoflife benefitsthat said archetype system little confining allegedly thematic functional according least gold member ive talked true freeform development available pay monthly fee gold membersid say plunk buck hideout inventory space dont worry monthly subscription unless youre planning game playeven aware cryptic unlikely fix bug game even one around several year id argue one dying
169,need get rid load screen needed least make take long load screenother think game fun play class cool like master class soldger self lot game dont need worrie haveing money buy stuff play game get questonitesp 810
170,game lot fun friend character creation option impressive spend ton time designing perfect hero progress game costume unlocks become available randomly mean along place travel around huge youre kind person like travel around definite plus friend take boss ease conquer different crime organization enjoy plot character tied intowithout friend may fun especially alert system weekly event take place event need good teamwork organization pull dont friend interested playing available community game kind enough assist need sheer amount different appearance hero may spark creativity character nemesis reach certain levelthe downside game ton costume device recently vehicle cost pretty penny obtain real money method obtain game require lot grinding resource pain vehicle probably annoying try obtain without actual cash since reduce time take get one end map least half according people possibly difficult get need get place fast friend fighting bos corner desert south end canada take forever reach friend help without improved travel power vehicle however vehicle required play game progress character max level downside isnt big oneoverall still fun game play decent computer like superhero give try friend like superhero bring along well merrier
171,pretty cool game good replacement city hero control scheme game bit odd hard explain basically camera aiming leaf something desired get used different clunky feeling manuevering viewing system begin notice exhiliratingly fast paced mmorpg pay much less attention control scheme advice dont even try messing control suit need end making worse see broken firstperson shooter mode would call something first person third person anyway feel like im stressing point much ill stress plus customization galore literally million different costume power combination even close city hero beggar cant chooser well something heard read game ability create battle nemesis minion customizing costume power personality sound interesting wonder level begin experience
172,810this game pretty goodfantastic character customizationgameplay bit repetativefree play silver account get 2 character 1 costume per character restricted choose 50 power type available locked power type character choose 50 costume option although even 50 still alot still make something pretty nice decide grade gold later locked silver character wtf know 1 bag slot may 250goldsubscribe 15 month gold account get 10 character 4 costume per character may choose power type importantly may choose freeform power type meaning choose power power type main reason people subscribe choose 80 costume option yes costume get released available need pay 5 500zen per costume set crap already pay 15 month mean dont need put bull saying get 500zen month enough buy costume set bypass dont want buy anything else get 4 bag sot may carry much gold want decide go back silver account locked gold character start paying againi maxed many character sort power fire ice lightning martial art heavy weapon power armor fun mixing power making new costume there alot make want keep playing unless start againdefinately recommend giving one look
173,launcher wont even open start game try update launcher keep failing asks patience ever got chance play might change tune im sure yet
174,fun game similar cohcovsomething note paid homage many moviesduring mission roaming around encounter npcsmobs goodiez asthe hill eyesanchormana clockwork orangeavengersishbig trouble little chinawest worldthere others may forgotteni havent even gone half early game contenti 2 char mess one lvl 20 currentlyother lvl 18i rerolled multiple timescostume design change first starting changed one char 10 timesinsane amount costume choice seen superhero mmosome require unlock themyou buy earn even find themany character genre able design playi mademachonne walking deadgot comment onehicks alien 2took awhile get armor right pretty right even little heart chest armora thor clone us huge swordi made armor silvergold howeveri seen really awesome costumesi saw guy rocketeer outfitit must taken awhile get detail rightanother guy v vendettaawesome jobspace ghostalmost perfect likenessstormseen 2 different version really well donelol even saw guy looked like 40k space marineagain awesomequite hottie demonfairy chicswith wingstails etcsome people dislike others using clone known characterswho care look cool thats mattersto anywaythe game kinda linear chose content whatever order wantkindaiedo tutorialgoto main citydo main citynow choices3 new areaseach send back others order want midway area give option go different area finish outalso generated mission que joinfor hour long xp bonusand instanced mission get rewardsand running around people run mission offersgeneric mission arent story related offer extra xpslootthere 25 different powersets6 tank 6 melee dp 6 ranged 6 hybrid 3 support 1 need get 40 unlockforget nameand make custom powersetim unsure work called freeformi seen guy using big axe kinetic power instanceoverallfun action mmoi find wanting try different power set see others using themthe cool thing support class isnt healeror tank class isnt meleei find melee fun learn power setsi solo 34 mob lvl higher yellow fairly easy get positioned rightranged made soldierthink punisher support healer type thought range would easier die way often soldier giant swordsmanthink called devestatorsfrom different type tried 5 6 far believe anyone find char likeyes similar also differencesi tried 3 different melee love devestator simply swinging huge swordattacks slower say blade damagesadly cant jump around way blade canbut im ok like wading hammering downi grouped blade outdamage bfd huge swordits free play nothing lose
175,totally awesome game love super hero like one well champion online give 100100 everytime play love much use 360 controller xbox make game play seemless awesome recommend game
176,liked gold freeform chardev system better still great game best superhero game ive ever played join casually seriously demanding game
177,game every superhero fan least try power appearance customization best ive ever seen game ever exception modsyou set appearance number way color style even without access premium costume wich often better default one hundred thousand combinationssadly need gold account access power customizations default archetype enough fun almost hero style like also freeform character slot feel like spending money access power customization available gold membersthe game story progress level interesting captivating start fighting back alley mugger street gang fight way saving world abismal interdimensional force mad scientist lost island reach lvl 50 even design arch nemesis come pound least expect doesnt deviate setting bit also open world mission wich bunch people must alongside complete objective time run badest meaniest raid boss damn grondunfortunately community emptied bit time dedicated people stayed theyre almost friendly nice
178,take least 3 hour make character beginning find go tutorial level get anywhere fun game requires commitment ever want get anywhere
179,like living comic world desingn hero villain look like whatever want beat crap someone good reason plus wicked superpower amazing perfect
180,ill always compare game awesomeness city heroesvillians champion definatly appeal deep customization pretty fun game play bad looking either
181,liked im sure smell like cake definitely like sausage something yeahi score 4 paw id score im cat honestly im still thinking sausage
182,100ish hour steam nothing compared thousand ive played prior moving herecame co alert started got 40 time decided ill make moneyfew year later isnt item wasnt hand one point 0 cent invested everything wanted rare drop z store stuffprice standing one spot knowing whats outside mc always someone talk trade withbut box attackedsales slowed decent content released lot player got bored log weekend see whats new satisfy need make virtual money310 would carpet bomb pwe hq possiblebut still best costume editor guess fun level first character proper way still people love rpor erp im judgingand box aint bad like buying costume set vehicle globals key like doaddition aura new content every decent toostill dying game age fun time would totally recommend something pas time meet nice people furries
183,bit dinosuar mmos go day never lived original hype still active lot heart put year enjoy casual mmos superhero genre trope depth character customization andor youre unwilling shell sleekest shinest button masher hit market game still excellent choice year
184,game okcant really get back since lootboxes becoming quite appaling mean costume vanity item okay putting power ability behind random chance lootbox okay
185,loved idea game customization feature lot class order use lot feature pay real money suck cause lot people suck fun straight game love play game hard enjoy without dropping money could better spent else
186,character creator game wreck life seriously never encountered anything even close power option game offer especially subcription freeform buildnow said fun moment game better dated tab select style combat bit buggy feel clunky overall many mission solo instanced game bit flea market shopping channel markety face thing pay premium fori really really want recommend
187,love love game game isnt normal game legendary game sooo much customization including come boiling power freeform least c 60510
188,overall liked game point character customization im done customizing character hype gone customes picked even head gear missing foot camera angle biggest issue nerve controlling see frustrating camera set one view change go back one view 35
189,champion online free mmo based around city full super hero villain several large map switch level keep thing fresh interesting best feature game player really detailed character creation pick literally thousand partsclothing optionsweapons customise changing colour detail made item least clothleathermetal even choice character tend look quite unique although everyone face bit annoying lot freedom making dream hero thoughthe community still generally thriving arent many people playing past number fairly steady probably grow almost summer lot extra spare time available would good time jointhe game look nice run well machine interesting enough hold attention terribly grindy game level often enough wont get bored doesnt feel fast eithercheck free
190,game practically life support community really something write home way many paywalls youll definitely spend cash want add flair character visually battlewise sure character creator amazingly expansive graphic okayish wan na go prepared spend 20 euro stuffid rather wait valiance online city titan potential return city hero
191,used love playing game everyday one day log character gone sad panda day idk maybe play really itoverall game fun occupying atleast worth try like like call oddest hell f2p steam library game easy play get action moment done customizing character make sure ready good snack playing game map preety huge almost always quest side quest game never worry quest spaced apart say try game people like chicken everyday others like good steak something else tasteful never know untill youve try
192,alright think ive put good amount time give honest view game fun game time seeing less less player still alot bug could fixed havent game alot fun freeform slot want game play waste alot time game plently thing silver account happy game costume power customizations might one best ive ever experianced
193,whole heartedly recommend game anyone love create like super hero literally hundred customization option look power game shell shaded easy run low end spec pc love game dont understand people playing maybe dont know soft relaunch
194,coming back game worth aout right least co wonderful character creator sadly thats dont think devs ever ead comic might understand concept running story co today pretyy much twhat yesterday youw ill tomorrow big difference city hero co one resembled comic book resemble old style nintendo game memorize pattern youre done must play get perm freeform screw sub youll save lot money lucvkily 3 super hero game ont horizon one theme better crap record marvel dceu even worse
195,seems pretty cool however watching game chat conversation end game hear there really none although guess 700 achievement take decent amount time may get back
196,ive never got world warcraft thing even free trial im really superhero buff either bit different cant go wrong free get free play sheer amount customisation astounding
197,much love game great character customization lot mmo gameplay variety free hard think excuse play best reason devs keep adding
198,finally able regester account able play game sitting around unused day must say disapointing game camera contorls hard use tutorial level didnt good job teaching thing fact pretty much ther part creating character locked behind pay wall limiting free play player handfull basic crappy option plan simple dont get even think playing game worth
199,well mmo game great customization amazing make largeboobies chick even weak action amazing played till level 12 thisis ing amazing well thats folk
200,awesome game roleplayer love game customisation insane give better feel roleplaying game tend play alone game sololone hero save world
201,awesome mmolimitless customization make character way want itnice variety zone run around canada giant metropolismost better stuff reserved premium player still ton dotheir nice selection power set think class customization buy player subscription make custom one getgooverall fun superherothemed mmo eat good portion time let
202,love super hero love comic book could truly love game something justsighhugh granted played hour dropped maybe given bit chance honestly f2p mmos worth time check one youre whole comic booksuper hero scene prepared tad dissapointed
203,decent gameplay back played old computer pretty weak could run game looked like year later revisited game amount player spawned literally crashed game even changing graphical setting still lagged near large group playersthis still one favorite mmos new computer actually play lowest graphic get slight lag
204,free play loved game lot see hour spentdecent enough superherobrawl character peronalized game quite static go hit stuff get reward cool powersbut free say try might thing youi play time time dont like micropays would preferred monthy developmentgiid superherobrawl try free
205,hero great game people made hero v villans heard 41 year goign make hero v villans free play game friend make leaug hero awsome game
206,fun little say little game kill time customisation option rather amazing billion possible clothing ability combination plus free worth downloading even want game help lose hour two
207,might city hero tongue cheek humour feel comic substitue original coh character creation worth alone recommend f2p paying monies
208,solid game especially free play cant help feel like could gone different combat system usual mmo click wait die thing doesnt work right superhero game still solid game
209,fun game small community allows become hero want limited resource pretty much duplicate city hero made people lot restriction youre creative enough however fun awesome game play free time let alone nice roleplayers like hang
210,super hero passion say sure dream super power super speed honest played city hero took time learn understand game become stronger time became real super hero champion online gave feeling power chance live hero super game alot fun customization versatility lack new content since repeat alot activity farm equipamentsif u really wan na play game wan na gold use freeformi dont want talk alot like super hero game
211,youre little underpowered youve infiltrated badguy headquarters using series strategically brilliant action small measure good luck find facing big bos youve work youre defeat suddenly server go downand login youve defeated penalized defeatit go lot lose hard work think thats everyones favorite feature would great game except server go downa lot
212,2010the fun ive mmo long time ive played every mmo first one enticed play frequently since first day mmos definitely perfect need polish despite plain fun gaining travel power level 5 able pick choose different framework make unique character get larger feel pnp champion game right costume creator course great draw thoroughly enjoy would recommend anyone like city hero give try
213,ncsoft suck killed city hero profitable mmo making money tried pull lame excuse justify closinganyways champion saturday morning cartoon marvel meet world warcrafti got painfully bored migrated coh went f2p anyway
214,downloaded gamewaited 20 min actually launchgame vertical screenno option change itwhatevmade horsemonkey hybridspent good 30 min entered gameslow server kicked almost immediatelyi see people say good character design least debug friggin thing
215,event took place event excitiment followed groan painwell ill say wierd long history playing champion online account well 200 hour though say 11 wtf right next thing redownload game cause time steam cryptic perfect world pulled steam posted poorly interfaced game interface program much like steam filled cooky data could get wallet seeing back play steam joy seeso download happens like good oldays pick old level 40 20 sumthin dont remeber much new guy made thing never got chance log cause load screen said server disconnected da duck know ducki like okay deal ill relog see load finally game headed change costume center looking new aura vender game disconnected server againkeep mind play mmos like guild war league game steam online mode like toribash time never hit disconnect crap 2nd time 1st interval 2 minsso reconnect thinking oh must player population moved zone 4 player 4 people map made cap 100 guess im going type next grandma ate waffle riding around pimped pogostick super power got experience game cause 3rd diconnect happen big one cause disconnected crashed gamein past would loved given game recommended ground creativity option grind endless hour friend store credit hang roleplay still game become unstable maybe game need broadband provide somethingit remained unplayable review mention experience cost store credit watch positive review talking cool thing game cause normally cost real moneyi wish game tookin better care even past got even worse ad prodcasted world ihop car dealship dont know used play muted know likely never get back money sunk buying new power class back though want know game may 5 second window show new world hero slam duck guess duck mean rate boo ga loo
216,first heard game back early 2009 still heavily involved cohcov overall pretty excited see new superhero mmo development naturally bought lifetime sub month game launched paid ive playing ever since launch figured high time wrote quick review go nothingin champion online play superhero begin career helping champion co avenger basically repel alien invasion millennium city essentially rebuilt detroit michigan thwart plot various gang city eventually move dealing global concern different zone opened aside millenium city main zone southwestern desert nevada far north canada aptly named monster island underwater lemuria vibora bay essentially new orleans analogue voodoo zone distinct flavor along mission chain take various locale overall tone game somewhat silly side time though share darker moment especially adventure pack take lot inspiration american comic book superheroes many game character setting based champion rpg essentially tabletop game play four color comic book heroprosexcellent character creation tool allows creation countless possible charactersfreeform character select power albeit tiered restrictionsfreepremium archetype character generally pretty solid good new player learn game mechanicsvaried interesting environmentsfluid though somewhat twitchy gameplaynemesis system allows create villain hero fight againstregular holiday event bloodmoon etcrotating alertsrampages offer alternative running missionsconsmissions get repetitive there much variation especially earlier levelsfreeform character main draw game imho require subscription special character slot run somewhere 50 ballpark last checkedvarious aspect game require subscription premium archetype costume set etclockboxes put mercy cruel heartless rng god way acquire certain costume setsvehiclesno coxcov style mission editornemesis system another huge draw game longer updatedpvp essentially dead aside random duelscurrently little going developmentwise aside new purchasable costume set lockboxessome potentially gamebreaking bug still existlittle communication devs player baseunfortunately current state game isnt super great last major update back september 2014 added new archetype couple power unlocked freeform character leveling said archetype 40 45 hour worth ingame content hasnt much communication developer plan co future game still limp despite largely forgottenthat said ive sunk countless hour playing game several freeform character max level every feel altitis kick get urge roll new character game without flaw definitely worth playing havent tried yet
