,review
86,lord ring online quite simply wowport unique feature make interesting alternative objectively superior game one feature azeroth cant kill foe music middle earth lute lethal
87,firstwhat video game play video game game basically entertaining activity stimulating others stimulate reaction concentration get logic right discover whole world possibility video game someone could decide create goat simulator fun would pretend goat create massive multiplayer game everybody interacts accomplish goal gamethere myriad game today tickle play based interest courseabout lord ring online 1st interestsyes interested lord ring lore like medieval style powerful evil hobbit elf faith glory flower name read complete story year ago way movie complete sold corrupt lord ring fan nope like writing style humanside possibly believable logicrealityfantasy story all2nd genremmo mmo fan fact hate mmos repeatablesimilarcutandpaste infinite thing said differently lather repeat type game kinda freeroamingreading thing story vaguely known sense tasteless roam talk someone pretend fun thats point lord gathering called back debut3rd entertainment lotro entertaining well must say something entertaining still playing type game long still playing happened antimmo player side got impressed cutscenes nice feature propels directly current conflict linked departure fellowshipand following right footstep totally great feeling part lotro world achieved greatly character storyline sense character known fakeworld cool also outrageous number quest main quest side quest skill quest deed quest trait quest crafting quest probably forgeting muchyes graphic outdated even full directx11 doesnt get story much like lore probably find cartoony acceptablewhat entertaining fact take time want lotro world whatever wish roleplay stangers quest craft manage house garden decoration look price useless item people desire course mmos also lose time way want appreciable asset moment sound everytime hooked headphone submerged wild environment ambiance tension felt everywhere wildernesslotro convinced mmo could sound especially moria began hill became lotro fan moriabefore lord gathering hopped time time friend two running beside trying follow leveling pain since much leveling fast vip modeok get vip free play thingyes believe free pay game subscribe experience playing timeit became f2p matter attracting new player try game hopefully make pay achieve pleasureit free totally lvl 20 get point want continue level fun world grind lot time achieve goal earn turbine point game store currency buy useful needed quest pack stuff yup business world programmer need eat infrastructure guy need fund host game technical horsepower want free computer free energy free internet free game well better get change world accept free currency meantime wont time left play favorite game probably outside growing food waiting harvest exchange let say computer game entertaining yes well worth money bought turbine point real money double bonus point event waited 3050 rebate quest pack come along twice year well worth ride vip4th factor replayabilityyes replay let say another character much quest probably live lot adventure completely different mannerthe rest similar trait deed skill slight new flavor game5th factor price time spentif pay 60 per year new call duty play campaign like well shame game much satisfying online versus people frag full year 60 300 hour game playbut since 3d shooter main genre play campaign 15 hour lan party friend put shelf 60 40 hour satisfying purchasein lotro spent 70 got one level 34 hour roughly 320 hour since 2010 done purchase played independent clientit well worth runif lord ring enthusiast probably like even besides well balanced simplicity complexity pace follows comfortably period learning gameits mmo may charmed genre may hate adventurous point view even hate mmo still fun gameconclusion lotro good adventure continue mainly subject world lord ring outstanding engineering sound keep coming back wood
88,developer game screwed bad litterally rushing new content fast move another game overhauled entire class system amazing game much
89,im huge fan lord ring book movie make first game download play steam completes circle pun intended im new whole pc gaming style keyboard gameplay ive seen far game cool graphic word play point advise use powerful computer good graphic card fully experience gameplay see world journey threw story line much book movie side mission add little spice gameplay would recommend game yes would im true game player span everygame console pc game used remote control fully appreciate time effort wb gaming put game addons spot game free course get hand addons must shell cash biggie get hand game havent already
90,fun game however one big problem game pretty fun nice content however even though advertised free play f2p extremely limited spend money game fun 100 possible play without spending money lotro much fun subscribe atleast unlocks enormous amount thing would otherwise severe handicapall thing considered would recommend getting game prepared drop 15 dollar 1month subscription unlock everything
91,prosi literally shout enemy death people friendly within first 5 hour team russian recruited kinship showered help cant understand single thing say without google translate dont seem carecompleting quest addictive someone completionist listloving personality like meconsif dont want shell real money freetoplay game run everywhere speed slow saved enough turbine point buy damn horsei havent seen whole lot actual rp taking place far tested theory dramatically fainting front large group people everyone promptly ran away cant say blame
92,ive playing game since release still original physical copy even though pretty useless ive really struggled making headway play stop comeback moth even year later start one thing say game prop devs know turbine got lot criticism going f2p perhaps rightly still releasing content nearly 10 year incredible time game arent commercially successful instantly dead within year really hope continue endgame mordor
93,used love game fact favorite mmo loved legendary item loved raid loved pvp loved crafting importantly loved world story point along way turbine suffered hit staff many developer gone result awful game reason decided take away group content focus big battle would argue still group content extremely lacking played game since shadow angmar beta loved without group content developer let go feeling game dying hope isnt case recommend game well depends loved hate becoming hopefully get better time go time tell
94,great game rpg fan lord ring fan fun friend making new one along way adventure deep middle earth quest play free person middle earth fighting ever growing darkness join rank monster middle earth
95,truly amazing game tolkien fan rpg gamers alike game give access many starting area including beloved shire breelands seen movie book give opportunity play completely f2p earning turbine point game unlock area middle earth additionally epic main questline completely f2p run entire game cost completely worth want see beoved character true book experience authentic tolkien lore play class incredible skill characteristic become member highest crafting guild test skill fellowship people world completely reccomend game
96,great game slow paced game beautiful scenery amazing music get lotr feeling play recommended willing spend money advanced little game seen nothing reached level 20 much left doconsvery demanding term ingame avaiability purchase restriction like gold capyou cant proceed level 30 interested grinding repeated ingame activitesnot much player activity old game area whereas level cap ton player activitydepending serverpros beautiful large scenery travel thorins hall eastrohanyou dedicate time want reach best best making kind adictivemany recreation tolkien bookspossible earn enough ingame currency unlock anything want would cost money time810
97,although game seems outdated problem love itsome strong point game include story lore ton story lore packed game awesome youre tolkien fan music music topnotch part really fit world well pve content always something whether following quest chain level epic weapon following main storyline fighting skirmish decortaing personal kin house participating one many festival character housing something wow yet implementsome weak point game reward turbine problem giving away proper reward game happens dd game well run long instance 20 minute get bit skirmish mark quick skirmish get number skirmish mark daily gift usually something dont need want pvp lacking im much pvp probably isnt game pvp lotro pvmp system seems stale boring cool able fight monster side though graphic outdated model animation need updated though many time graphic quite beautiful appreciate graphic less cartoony mmos update would help lotmany people complain f2p doesnt bother love lotr world love part game may everyones cup tea definitely recommend shade earl grey
98,know say played many hour 2 thousand steam pay win get level cap without paying best weapon game crafted bought also fantastic graphic low system requirments story great helm deep exansion took away traditional trait system game made class powerful game great free penalty trying community open newcommers even people playing ever like since 2007 open beta would ighly recomend game anyone like traditional mmorpg game
99,start started playing game since 2007 release played ever since kinda game always play stayed fun great communitie ingame feeling lord ring online sitting behind deskwalking misty mountainsmoria trough lovely place rivendell lothlorienand sightseeing incombat game also great first introduce combat system lateron get try role skirmishesgreat instance could healer tank even damagepvmp also includedoveral great gamebrendan duffy
100,great game get pricey especially want explore different region seeing thing read book fun really good job region npc graphic great cosmetic outfit great different class chose character great many different facet game always learning something new love youre fan tolkien youll get find gollums cave talk favorite character including gwaihir visit beautiful place middle earth
101,far one favorite game havent able sit play game long lotro still enjoy itsome might say pay play game know youre doingstop reading review start downloading
102,say hasnt already said lord ring online released 2007 game captured attention since first launched title shadow angmar one last true rpgs found within mmo genre game captivates art design still manages impress nearly decade later despite drawback population ownership change turbine purchased warner bros 2010 launch free2play model shortly lotro still magical draw compels player take arm dark lord trek across middleearth game worth subscription cost especially purchased 3 month advance unable afford fee free option limitation unlocked ingame use turbine point gained completing various deed kill quest reputation general community helpful much time willing assist newcomer answer many question give game try perfect hardcore quester casual gamer roleplayer explorer something everyone
103,like game huge beautiful world explore story quest realy like read roleplaying cooperation great community lord ring online perfect mmo 6th year game still love
104,good mmorpg bit everything nice storyline well pvp possibility farm raid highly recommend game everyone interested tolkien story whore searching friendly community
105,lord ring fan game true deligth gamer community game sometimes old fashioned remember old game still compete mmorpgs therethe storyline awesome since tolkien story character creation pretty good combat sistem okoverall enjoy gamea lot thing could make game one best devs dont change probably would take massive work lot money spend like add storyline mordor force able figth mordor lvl 1 lvl cap would awesome would bring true pvp experience game think one key thing game missesanyways game awesome graphic dont seem outdated really great time game play friend level experience get even better recommendation want try game dont hesitate since free play dont like uninstall
106,tldroverall score 610 read find whyf2p modelive never really fan f2p game f2p mmos tend overdo implement microtransactions counterintuitively completely wrong rift one exception figured id give lotro try see failed one example overdoing realize company need make money especially f2p model turbine really nickel dime everything base game includes 4 zone 3 primarily starting zone 1 real adventure zone travel area havent unlocked store dont expect much many thing take granted game space skill etc beyond bare minimum unlocked really like pushing boost come territory know incredibly patient dont worry thing expect alot grinding expect incredibly subpar others leveland p2w pay win pay boost unlocks way ahead power curve pretty much anything drop moneythankfully sale happen get deal tp weekly sale get thing like quest pack unlocks half coupled lotro store giving away couple free boost per week there hope willing drop cash game wait around good salethe saving grace ability obtain tp turbine point multiple toon use towards unlocking many featurescontent available still alot grinding ive managed setup farming alt setup earn 200tp 90 min 3 run buy quest pack zonescore 510 middle ground score grind tps really want something dont want spend real money otherwise score would 110 overdone nickeldimey turbine thingsstorylinethe storyline epic one true tradition tolkien movie mean dry long kinda boring anyways epicness tolkien writing writing style broad intricate vision lotro capture well least there big world explore lot thing ithowever alot beauty mired meaningless quest character care little mingled boring writing im big fan storyline questsmissions etc love find whats going everyone reason lotro quest written tolkienish character dialogue seem overdone find really interested skip reading part additionally real feeling storyline progression aside big main epic one substorylines go place dont real conclusive ending thank helping kind sir goodbye npc audio chatter oh wont listen woe score 610 fact there alot quest least writing allgraphicsgraphicswise lotro partially old school harsh blocky edge especially notably older zone weird cheaply done world animation say shire waterfall blurry texturesskyboxes plague game character overly bland looking lifeless blocky despite world really beautiful maybe come old school world meridian 59 uo eq1 may outdated there still beauty way grass shift run gentle babbling nearby brook walk meadow neighbouring dense forest newer zone area get updated treatment cleaner texture polys per objectmodels least graphic get progressively better tell tlc went earlier zone albeit oldschool looking score 710soundnothing remarkable sound background music appropriately themed albeit looped repetitive there voiceovers mainly cutscene introduction npc chatter npc chatter voiceovers annoying case excuse rude hobbit lady helped oh wont listen misery woe human helped saving wife eaten orcs maybe didnt want returned voiceovers give little bit life npc rather short repetitive inappropriate henceoverall annoying im spoiled game like tsw voiceovers incredibly well score 610 say there soundbgmvoiceovers leastgameplayquest mechanic typical mmo fare fetch kill escort there alot place there nothing infuriating slow npc need escort mmo staple work havent come across anything stand like tsw puzzle wow npc event world boss community band together defeat rift random event pop surprise eso lot quest occasional instance ability vary party requirement level mob skirmish repetitive scenario training ground epic battle unlocked rohan post 50 100 level worth adventuring ability play bad guy monster called creep pvp level 100 combat regular player etc lot different feature incredibly exciting there something leastscore 610 lot alot enthusiasm itcommunityeach server going different chose landroval usre roleplay encouraged world chat community talkative helpful time immaturemature time depending time day weekdayweekend communityrun roleplay event tend go frequently spattering actual roleplay going various populated area bad f2p game packed immature freeloader suspect old style nature game nickeldimey nature drove away thats ok go play archeage csgo dota2 kidsscore 710techconnectivitywise dont get much way lag ping time ok even holiday event though get odd lag burst cant pinpoint networkrelated one friend severe issue lotros port switching tech leaf able chat unable move get kicked point go hassle editing conf file manual change port autoport switching doesnt work quite well suspect isp throttlingblocking port graphicswise dont run much lag except heavily forested area scripted scene raging fire overall im running around 4060fps easy personally run serious issue lotro store laggy slowloading doesnt reflect current tps properly sporadically get access denied nothing load ok dont want spending money turbine could tell mescore 610 numerous technical issuesoverall scorelotro get overall score 610 spectacular godawful either although saving grace im going give thumb many little thing make game enjoyable could sorry
107,youre roleplayer almost musttry mmorpg lotro one best rp community landroval server find pretty much anywhere fairly standard combat mmo rohan expansion add quite bit flare wont find better term lore immersion die hard tolkein fan basethe game one downfall opinion freetoplay model currently place spending lot time rerolling character running zone earn enough point unlock next quest pack expansion bag upgrade etc etc recommendation subscribe get everything monthly fee minus expansion purchased course
108,boot game installing tell log turbine accountokay one long time ago workenter detail subscribtion lotrookay go website see whats going onno information given alllook find steam page find account older lotro f2p cant access game dont get play without making new accountuninstalledwho hell looked hell thought making people old turbine account buy game longer sale idiot charge quality control idiot charge making sure thing work company big blindspot completely absurd game cant good thats kind crap put play game
109,played almost 24hrs far done well keeping interest though wish skill tree bit depth find craft grouping difficult deal two thing aside would rate amongst top game category ease use playability community
110,lotro game would strongly recommend intended player fan tolkien universe want play solid mmorpg meantime may little outdated graphicly lack new content want casually stroll middle earth discover vast lore breathtaking scenery sure great time aswell reach level cap fight instance raid skirmish
111,ive played game age since 2009 thousand hour steam show long running favorite huge amount space explore skirmish system mmos need pay attention tothe downside game starting show age bit wow art game manages land square uncanny valley player animation sloppy anyone speed buff comically trot place starting stopping ability unsheath weapon everyone party synchronized entering exting combat thing minor jarring hunter port system become chore travel point point point confusing tedious travel need revamped drop want go point also lot game simply nih going extra length wow even wowlike right thing dothe upside game continuously expands improves new gameplay mechanic often new innovation introduced year lore immersive elaboration happens consent approval tolkien estate cosmetic outfit system example place wow every mmo specifically need take notice content often truely difficult rather outright unfair even playing retrocontent several level youwarsteeds fizzle addition game largely amplified slop control intentionally sloppy unweidly system pvmp wow call pvp amazing often unbalanced stats start favor monster end favor hobbit end xpac cycle legendary weapon cosmetically customizable obsoleted every xpac fly face intent original intent system tedious grind legendary system also confusing dependant huge amount randomness keep forwarning biggest sore pointsdespite complaint still love game still recommend game hope approach fixing sloppy control simplify legendary system thing causing drift towards game
112,reason played game friend mine mac loser first problem control thats bc setting fault hahaa really love game im vip p like mmorpg ive played time lotr story fun im takin seriously haha plus people ingame nice never expected honest
113,free version far offer enough keep interesting similar world warcraft learning curve wasnt tough still might subscription satisfied whats available free
114,really fun emerssive mmorpg like turbine could make quality game dd character different story line always lead objective get rid evil anyone like mmorpgs like lord ring would highly recommend anyone actually
115,like game aton content basic mmo type gameplay go place kill 10 thing come back go back get 5 thing deep lore lord ring virtually explore middle earth take damn long time visit everywhere lotr worth trying
116,game fun addictive little confusing first easy get hang also spend nothing game get max level turbine allows u deed get turbine point get get quest pack class runekeeper warden weaver blackarrow warg defiler warleader cool cosemetics much highly recommend game also great community many server choose
117,finally mmo immersive music system full depth feel musician world tamriel genre game severely lacking ability perform music hope advance made field virtual game improvised music p original song composed specifically game hit corresponding key rapid succession possible equipping instrument 9265872950934282394060932095995858555858555555555555555555555555555555555555555555555555
118,recommend game lord ring b mmorpg game better graphic mmorg great storyline go lotrs book movie also doesnt want talk gandalf frodo aragorn strider whole fellowship many others help probibly 400 hour even though isnt steam vip able bought lifetime anyway game one best ive ever played think want explore middle earth play mmorpg get game right
119,see alot houres record game free play run around entire world able quest need buy buy turbine point point also gained completing deed fact want could play game completely free take longer personaly realy like game realy big world manny possibility withing gamefirst starting 5 differend race choose within race manny differend class dont work race buy tp 4 differend starting story help get know game one big thing side crafting make annything differend area differend recoursesthe grafics top notch huge game fantastic grafic setings maxed find realy nice vieuws social aspect game realy important manny quest hard impossible complete thanks fellowship done mayor part time find playing kinship met amazing people world youngh old ranging 1565 amazing waythe game allow game voice chat quality isnt superbi personly love game time ever put one game almost 2000 houres
120,even though ive worked say lotro far favorite mmo one best community internet every lord ring fan give try
121,game fun delete loaded throught turbine steam couldnt use steam card get expansons got steam account aleast 100 hour played got new account game data playing time game let wander middle earth place cant go fine story great realy incorporate character story lord ring book
122,different mmorpgs world ive tried different one always come back lotro hold special place heart easy say since like tolkien book youll like game film however think game actually manage capture magic mystery tolkien book give birth toi played lotro since time couldnt venture mirkwood whilst youre almost black gate close finishing epic journey reason keep coming back game simple keep adding content want lore feeling adventuring middleearth one feeling really hard describe nothing ever compare exiting moria 1weeks worth time irl questing depts treated glorious lothlorien beautiful forestthat said game without problem point really old however look beyond slightly blurry texture show game old much love gamethe combat flow smoothly sometimes problem pathfinding enemy far betweenthe lore inside game canon far possible though developer taken liberty design course though would say there nothing terribly lore breaking enjoy game get geek without risking peter jackson syndrome looking hobbitis game everyone certainly one game everyone dont need tolkien geek like enjoy game take time read description quest etc youll find learning load world time basically youve ever interest running around middleearth slay orcs id say one better game may big fancy wow mmorpgs make story grandious environment visittouching f2p model slightly aswell ever played game f2p young able uphold subscription find f2p model quite fair youre even allowed gather turbine point currency game store though questing deed worldalthough would strongly recommend whoever enjoys game would like improve life little subscribe 1 month go back playing bring account premium level compared f2p version giving lot quality life improvement game bag higher cap gold etcyou allowed quest level 20 game free required purchase region unlock quest lay within giving oppinion ample time form idea game decide weather worth spending 5â unlock stuff ive never looked back wastedis perfect good enough warrent countless hour playing weather youre tolkien geek give shot without paying money like there lot content enjoyed steep price
123,isnt enough say game huge tolkien fan game give sense middleearth proper form class really fun mostly balanced certain unbalanced class though unplayable always getting fixed world exciting fun level explore community really helpful always ready help someone need crafting great well decorating house really nice feature standing stone game recently upgraded havent seen housing decorator system like put simply amazingi think playtime game say otherwise since cant say enough youre interest picking please favor
124,year since started playing lord ring online period time encountered ups down especially beginning time server extremely bad server dying recent development considering server came attention game starting rise speak bottom heart say game perfect average lord ring nerd especially fact free play however easy level reached level 40 reach area moria mirkwood etc requires expensions speek freely though would recommed buying expansion pack summer sale example please note since steam game fill code turbine website add find struggling want skirmish play evernight server ofcourse character name ashallil
125,last december 2015 starting point game well expression soo great feel like aragorn feeling like playing game wow btw already quit wow finish lich king expansion best memory time anyway game lotro great cheap free play need buy 3 dlc steam give expansion required quest pack evedim quest lvl 3040 newly dawn give turbine point need buy angmar pack game store lvl 4050 thats start dlc expansion pack 50 100 lvl little tip also wait sale big help ask admi people game would like say game 1110 lol lvl 43 waiting sale quest pack heheheh already buy 3 dlc steam great disappointed play game check godbless lotro player good game main character vinear captain sub char rune keeper chidory warden recca
126,ok must admit lotro top line graphic combat dialog draw highlyadictive game game awesome comunity lord ring goodness sake diferent class skill festival sense grinding btw detail landscape session play pvmp epic story worth whole movie mind thing invite keep playing new content feature always roling even 100 loreacurate eg beorning learned enjoy get ball ityeah impatient spend money isnt required whatever anybody may say complain spend 20 game worthwhile go
127,really good gamplay free game definitely worth playing help section pretty horrible need work game doesnt work pretty much figure
128,great game engage suggestion addition transport withouthaving purchase turbine point addition reliable connection link larger variety class armour weaponry would great else amazing
129,people nice graphic fancy thats neccecairy even free play still reach nice stuff people think pay erverything might noticed certain achievement give bit coin shop work hard enough youll enough coin mount something cosmetic even free player buy house maintain youll work litle harder people nagging oh free play need pay annything might bit blind admit beest stuff youll work realy realy hard believe still game one th ebest free mmos ive ever played
130,ive playing game quite shadow angmar day 2008i stopped game quite time yet still comeback play itits like classic mmo lotr lore sound awesomethe game play great even though use targettabbin yet see fluid combat mmoit feel great really feel like youre hitting hit one reason keep coming backthe pvp freaking awesome incredibly tedious questing actually fun get 1 100 take long id doubt feel fun whilepve used really great old content abandoned havent released new raid nowthe community one best asset game made quite friend life herefinally great thing say keep coming back must saythis freetoplay point always play youll eventually need take money pocket unlock later content currency buy turbine point gathered gameplay get enough would take thousand hoursps isnt p2w game surely sell lot convenience people pay really get point less effort dont really sell advantage anymore
131,absolutely epic game like lord ring even dont game plainly amazing seem bit overwhelming first take bit get hang thing get going addictive death something great game free content huge unlike free game limit point longer fun actualy lot work get enough ingame point buy everything sale havent hooked game quite definetely recommended
132,love game fun play however wish would focus fixing game making money different fee play turn playing would one set fee month thats wouldnt mind upgrading much wow
133,love lotr universe read book hobbit like 4 time seen film first saw game got excited beyond belief game go location looking map got excited drove away recently hud bit messy map quest markes also quite messy opinion hud quest marker need redo slightly better graphic wouldnt hurt reccomend tolkien fan
134,ive played intro game done bit free roaming friend thought id give first impression quest log section may updated may want check back point youre interested expect arentplotjudging intro dream sequence level 5 character first one hobbit burgular mimbulius chosen one something like whose destiny tied fate middleearth story set quest vary depending character friend dwarf met gandalf thorin dwarf hobbit helping around little village got attacked five minutesgameplayopen world questbased gameplay much like world warcraft still good mmo quest logday 1 friend set erebor free horse give 24 hour completing intro decided going go erebor mordor stopping certain location look around rode hobbiton found bag end looked around headed breelands find inn prancing pony friend thought could take bear chased u way bree pony got haircut got drunk friend sold junk item barliman butterbur set weathertop friend want stay night bree safe weathertop lone land know quite dangerous place two level six riding night friend lucky actually managed make onto ruin however attacked freaking raven meanwhile friend wasnt best time hill managed use magical item something teleport back erebor rode past weathertop try go trollshaws rivendelli killed two minute later used instant respawn killed twenty second respawned safe place entrance lone land day began ride lone land fine nothing attacked friend actually listened suggested waiting bree morning entered trollshaws game warned area level 30 determined rode trollshaws monster chasing reached river seperates trollshaws rivendell rode could see path rivendell rode hill get better view point stopped checked map monster caught attacked moved away monster chased moved back forgetting crucial detail edge hill fell 200ft still riding horse died body smashed river believed end worry use safe respawn took middle place called archet border bree left go play town salem instead
135,overall love game would recommend anyone like game lot thing customizing character weapon clothing housing lot quest repeatable even get pick trade like woodworking scholar name join kinship start one help eachother also get interact original character middle earth like gandalf aragorn legolas frodo many others one thing think drawback spend money unlock reigons order able quest item mount clothing need buy money well gold cap pay expand well unless job deep pocket dig youre giant passionionate fan lord ring game mostlikey issue would totally say great game
136,love game likely hasnt already surpass world warcraft thing pay additional content required proceed game
137,real first mmo ever played beacuse im big lotr fan game hit right hearti really recommend game lotr fan mmo fan looking something new playa fat tall dwarf
138,recommend game would much rather prefer pay 3000 twomonth battlenet account pay another 3000 world warcraft online walmart much better think game near inteesting dont think many fun quest still havent figured get trained mining saw trainer minimap never found like disappeared still think nice game someone new mmorpg game youre experienced get world warcraft like combat system though wish creator would add hundred enemy enemy type also make doesnt take half hour find mining trainer still like though even review sound like completely hate free mmorpg thats made want get game maybe none character high leveled thats dont get many fighting quest good game though thank whoever read review good day
139,properly appreciate game need invest fair amount time would say game fairly standard rpg perhaps average free play doesnt bog restricted vip area however big selling point fact lotr got explore place wanted visit film friggin awesome admit spent majority game playing friend vouch solo experience questing together fun mmorpgthroughout game may able save enough currency never need invest actual money however bought mithril starter pack gave enough point progress far wanted first purchase need save buying horse actually able get around relatively painless involves completing fair early task get point apart advice take sword bow axe go explore world middleearth
140,game really huge see different mission wherever go could spend lot time spending time side mission actual story mission completionest could end uo problem may find powered area enjoyable
141,logged made account found kinship found fellowship smashed orcs friendly community stop reading log help defeat evil sauron purge enemy fire mount dooooooooooom
142,great game played two hour morning already hooked graphic alright dont need gaming pc quest interesting game fun 1010
143,hello old wargamer heart lotro quite amazing mmo sure great graphic play story game cover rpg crafting dungeon crawlingcosmetic good people like help hope would try game remember else choose path download get cya game fundenberg
144,one ring free charge lord ring online best lord ring game trailing ahead third age battle middleearth encompasses largest interactive chunk middleearth may begin journey humble shire experience joyfulness naivety hobbit fine starting location bree slowly make way wellknown previously unknown location world jrr tolkien famous fantasy land take stroll old forest chat cheery ol tom take seat drift dream land dreary atmosphere surrounding old man willow mainstream get underground plunge depth mine moria roleplaying thing landroval server host one best community mmo around join fight today
145,love game ive always wanted traverse world middle earth game let customization option practicaly limetless gameplay amazing unique way option use instrument probably second favorite feature gameso im basically saying play
146,fan lord ring enjoy playing game like world warcraft beautifully combine two well thought engaging game play wonderfully solo pair fellowship
147,like franchise lot like game open lot pay play mind find game get mine moria thing start get lot interesting instance enter mine give legendary weapon also area expansion pack look pretty vanilla game expansion even think zone big well sometimes big pretty acurate book think favorate questing area hobbit area place cheerful colourful anyone thinking playing game favor get subscription even one month open four bag remove gold cap give 500 turbine point please plus character make month able learn riding trait free stay character even unsubscribe overall read book liked propably love game watched movie game may still appeal one thing note game based book movie good effort turbine opinion nice see didnt shut
148,one first mmos happy combat graphic may seem little outdated still fun beyond belief easy challenging super fun play friend map giant there much see within first day playing invited guild nice player taught everything showed play progressed slowly total bad spent hour looking correct ore make best weapon armor possible gameplay perfect start fighting wolf weak short sword leather armor day later youll taking orcs giant friend dual wielding sword took hour make heavy steel armor progression quite slow personally love may bother people epic bos fight raid earn special money spend camp get weapon armor look like crafted god game also truly free play want spend real money special coin go ahead definitely forced upon everything without spending dime played game spring break friend doesnt matter old mac poor mouse spent majority game mac poor mouse ran perfectly game may look like put time effort blow mind get mediocre graphic sorta outdated combat trust youll love anyone appreciates good mmo absolutely love game
149,best get game friend well fun youre running around accurately recreated middle earth buddieswow fun lot
150,fun game youre e lotr fan always wanted explore middle earth player always friendly willing give helping hand youre stuck need help clearing mission skirmish require bit grinding though youre itching get particular location explore way level quicker look great way pas time escape reality awhile
151,great 3d game massive middle earth world work best using directx 9 take minute learn year master join withywindle server sending ingame mail bobberry
152,lord ring online good bad would say generally good game game much typical mmorpg game control simple easily understood spend time third person observing character combat involves locking onto target clicking using hotkey trigger different attack displayed action bar area attack exist generally physic play reasonably well world world big plenty place explore graphical level pleasing look match freedom movement detail skyrim definitely fun place view explore first world seem pretty small go along distance location grow point unpleasant travel foot however good job matching distance get long character get horse summary mediumbig world aesthetically pleasing look questing questing system closed progress voiced one two line voiced dialogue rest read rarely option support player choosing evil good making choice impact upon quest progress despite limited nature fairly good job making story interesting fit lore middle earth summary lack player option decently entertaining anyhowcharacters character setup highly limited choose four race dwarf elf hobbit man group classessome title may wrong guardian champion burglar warden runekeeper hunter captain lore master race share class class disabled race example dwarf burglar human rune keeper class also three path follow effect kind weapon good well character solo play general almost crossover class way change make character research well make choice crafting almost nothing talk choose craft contains three skill skill let gather others let craft single craft choose completely selfreliant need help friend general world market level skill crafted weapon however well worth effort getting average far better find loot level general play game termed roleplaying game little actual roleplaying found roleplaying server rarely player actually actively try take character role good community join expect player particularly sociable character outside roleplaying community open helpful question typically answered quickly nicely almost always player around willing help also plenty player friendly guildsfactions join enjoy kind play tldr generic mmorpg biggest highlight based middle earth
153,prosfabulous people still exist game sure there rough people mixed ive met good many folk incredibly kindlots quest many almost much cant keep track quest helpa fine f2p model vip subscriber pretty great either play style greatgreat story even get assist fellowship timesas year well able simply walk mordorif love tolkien world middle earth youll never want leaveconsoptimization issue lag biggest enemy game certain overpopulated zone sometimes horrible certain playersstill good game despite age hop talk people join kin enjoy
154,man still love game 3 beautiful music graphic great main quest kajillions super creativeawesomestupidhilarious side quest many thing reputation people collect relic people build fellowship buy house yule festival fight aragorn visit legolas boromir rivendell endless 3 couple character lvl 29 guardian elf best far complaint many turbine point simple stuff cost least theyre extra best value would probs go premium buy couple currency pack aint nobody got time xoxox love lotro 3
155,played game almost 300 hour came back time time game lotro got something cant descripe beginning hard get al right overwhelming time play really enjoying itprosstory really goodyou almost everything yourselflarge world always learn something good wikigood crafting systemcons lonelands buy next area world really empty part really confusing hard find good people instancesps earn turbine point buying next area quest pack time know point got tp enough move along
156,one best game ive ever playedgraphics engine made long ago yet still smexy plot bit dragging sometimes youre friend charging dungeon epic war stuff yeah like borderland rampage actual fellowship bent taking saurons army harder hackandslash madness combat style note may die given leveling ridiculousnot mention free ingame killing hundred bad guy unlock really cool stuff whats lovethe game paytowin active community plus lore story like shadow plot movie dont ruin canon lore unlike disneybought franchise knowoverall 810 910 made 1010 friend
157,ive playing game 2 year though consider connoisseur tolkien writtings know enough lore interpret whatever artistic agenda developer included game many might askis world size scale book answer yes know technicality mmorpg pc game youd prolly understand mean host game worldwith decent graphical feature hundreads kilometer direction game classical mmorpg outlook middleearth walk bree shire blue mountain arent tiring long would game 100 canonmind there complex process recreating scenario plot try make game movie event book likewise make movie complex game impossible quality wont fan point view might well burn whole thing im going start discussion tolkien society think peter jackson work b point encounter artistical improvisation game might confuse middleearth fanatic bear mind making balanced game world even tolkien idea requires improvisation encounter area monster bit unknown lore either made scratch continued bowel speculation diminish gaming experience die hard middleearth junkie depends really atmosphere canon delve game feel whatever charm try music system instrument find learn go fishing explore area arent dangerous feel dwarfish today go mine ore make armour shield sword ax kinsman feeling like greedy dwarf today go mine jewel make amulet game f2p mind though need pay monthly fee acces advanced area quest around though make microtransactions store buy quest pack desire want angmar evendim forochel moria quest pack sure knock also bear mind main epic quest free playerstoo frugal slayer exploration deed receive turbine point use store buy game content desire trait unlockable craft guild trait therell bit work done method there hurry either way especially dem discount lurking horizon talking much youre dilly dalllying much filthy tark
158,hour logged assure lotro worthy investment 2018 negative review people either 1 dont like new monetization change imo even bad 2 didnt even get past tutorial phase expansion released long ago community small good amount subscriber people friendly overall everyone dedicated pve fun storyquests overall good environment world settingfeeling unbeatable without question even though graphic dated tolkien world mirrored well game awesome able walk around something game mmos dont exception swtor maybe star trek online healthy franchise behind outside gaming still popular producing screen content look lord ring recent movie upcoming amazon tv show shortage fan growth supply fanboys like continue exploring game still relevant 3 year becasue awesome world lore aside game solid pve good class variety really fun dungeon especially group character customization armorgear set better many mmos released last year never seen 2 player look like twin dont pay get mount anything technically speaking get expansion free grind recommend subscribing really worth content get upgrade graphic make look modern would literally reason play game tolerate graphic dont let small factor stop experiencing start lot fun graphic arent even noticeable relevant much story environment combat progression suck trap lotro set trap fairly well ill end
